name,stars,review,cooking_type,address,usd_avg,state,rating,numrev,goog_price,cuisine,bstars,cstars,pc,zip
Ceres' Table,0.0,"Rounding out a second year in its Lakeview home, Ceres' Table continues its reign as a stylish setting for enjoying the kitchen team's rustic Italian cooking. Whether waking up with brunch, snacking at aperitivo hour, or filling up with the $22 trio (pizza, beer, and dessert), there's an excuse to stop in for any occasion or budget. Regional Italian favorites from Tuscany to Sicily are represented throughout the menu. A wood-burning oven brings cannellini beans to creamy consistency in a broth for meaty monkfish osso buco. Then oversized orecchiette cups chunks of tender pork sugo, balanced by bitter rapini; and Tuscan torta della nonna is sweet simplicity, with buttery baby pine nuts coating a wedge of vanilla-tinged custard pie.",Mediterranean,"4882 N. Clark St., Chicago 60640",37.0,IL,4.3,38,3,54,0,0,37.0,60640
Han 202,0.0,"In a neighborhood dominated by sports bars and Irish pubs, Han 202 stands apart as a sophisticated pan-Asian alternative for White Sox watchers. Bare wood tables and high-backed coffee-and-cream leather seats convey polish-an attitude reinforced by the skilled chefs and servers. Dramatic driftwood sculpture and framed art play against pale walls. The $35 four-course prix-fixe menu is a true bargain, with each course punctuated by precisely cut fresh bites of sushi. Jeju Island hirame is lightly brushed with mirin and kissed with wasabi. Lobster tail arrives warm and buttery with a dollop of fresh ricotta and tender red beet halves, drizzled with olive oil. Seared duck breast adds juicy flavor to standard steamed vegetables in a fermented bean sauce.",Asian,"605 W. 31st St., Chicago 60616",37.0,IL,4.3,20,2,29,0,0,37.0,60616
Big Star,0.0,"Bucktown's favorite taqueria has all the fixings for a fiesta. Craft beers, custom-bottled Bourbons, and pitchers of margaritas wash down the affordable abundance. And, despite the grungy décor, the vibe is as intoxicating as the aroma of the taco de chorizo verde. The patio is even more of a party, and sun-starved Chicagoans can be spotted out there soon after the groundhog has (or hasn't) seen his shadow. Tacos are served individually, thus allowing ample opportunity to graze on the likes of the pollo pibil-achiote- and citrus-marinated chicken thighs steamed in banana leaves, topped with pickled onion slices and cilantro. Save room for the salsa de frijole con queso, a crock of pinto bean dip accompanied by lime salt-sprinkled tortilla chips.",Mexican,"1531 N. Damen Ave., Chicago 60622",18.5,IL,4.3,693,2,66,0,0,37.0,60622
Coast Sushi Bar,0.0,"Dimly lit but lively, this high-volume sushi bar cranks out a remarkable variety of rolls to keep up with demand especially on weekends from noon till night. Two spacious dining rooms and a narrow sushi counter armed with wood-framed chairs accommodate the chatty crowds. Bring your own sake, wine, and bottle opener to make the wait more tolerable. The broad selection of Japanese dishes ranges from signature maki and nigiri to innovative appetizers like fried soft-shell crab with mango-shallot salsa. Miso soup spiked with jalapeño is served in a coffee cup for easy sipping. A deep bowl of boatman chirashi is laden with orange tobiko, pickled veggies, shiso leaves, and an array of sashimi. Dig right in or grab a sheet of toasted nori for a custom-wrapped hand roll.",Japanese,"2045 N. Damen Ave., Chicago 60647",37.0,IL,4.3,144,2,4,0,0,37.0,60647
Cumin,0.0,"This proudly-run blend of Nepalese and Indian eats sits among a plethora of bars, coffee shops, and vintage stores in boho-centric Bucktown. While fans of the sub-continent love Cumin for its clean and modern surrounds, linen-lined tables struggle to contain the myriad plates that pile up during its ubiquitous lunch buffet. Paintings of mountain scenes decorate crimson-red walls and prep diners for an authentic range of flavorful food hailing from the Northeast. Nibble on crispy samosas or onion bhajis (finely shredded onion fritters) teamed with mint chutney. Then soak pieces of buttery naan in rich and vibrant saag bobbing with soft chunks of chicken. For a sweet finale, dig into a creamy pistachio kulfi or opt for a light and fruity mango lassi.",Indian,"1414 N. Milwaukee Ave., Chicago 60622",18.5,IL,4.1,136,2,50,0,0,37.0,60622
Ruxbin,0.0,"Refurbished and repurposed is the rationale behind Ruxbin's funky décor. In the tiny first-floor space, salvaged apple juice crates form wall panels and seat belts become chair backs. Up a few stairs, a stainless steel communal table offers a view into the semi-open kitchen. Meals usually start with popcorn seasoned with changing flavors like sesame and seaweed-a preview of the menu's mix of American and international ingredients. A fresh oyster trio gets three distinct garnishes: sambal-pickled ginger, tangy apple mignonette, and pork belly with a smoked aroma revealed by lifting a glass cloche. Seared scallops and pork carnitas meld with black raisin emulsion. Rest easy that you won't miss the booze here after trying a house-made basil-hibiscus soda.",American,"851 N. Ashland Ave., Chicago 60622",37.0,IL,4.7,65,3,2,0,0,37.0,60622
Kuma's Corner,0.0,"Even vegans know the cult following of Kuma's Corner, though there's absolutely nothing for them on the menu at this heavy metal burger joint on an unassuming Avondale corner. It's not for the faint of heart: between the crowds, the crunching blasts of sound, and the NC-17 artwork. Steady yourself with a beer or Bourbon while waiting for a table and a juicy patty. The lines wouldn't be stretching out the door if the kitchen weren't cranking out kick-ass burgers. The menu features more than a dozen options of 10-oz. monsters served on pretzel rolls with myriad toppings like roasted garlic mayonnaise, house-made hot sauce, and pepper jack cheese. Almost as famous, mac and cheese with add-ins offers a comparably artery-clogging change of pace.",American,"2900 W. Belmont Ave., Chicago 60618",18.5,IL,4.4,714,2,11,0,0,27.75,60618
Noon-O-Kabab,0.0,"A bustling lunch crowd appreciates the welcoming hospitability at this family-run Persian favorite in the upper reaches of Humboldt Park. Intricate tilework and patterned wall hangings offset the closely set linen-topped tables and add touches of elegance to the homey space. A basket of warm pita bread and a bowl of salty Bulgarian feta, parsley, and raw onions sate the appetites of those perusing the kababs on the menu. Succulent, hand-formed lamb koubideh and beef tenderloin skewers are juicy and charred with a hint of spice, and vegetarian offerings like tadiq with ghormeh sabzi play up the textural contrast of crispy pan-browned saffron rice against flavorful stewed spinach. Sample a glass of ""awesome"" house Earl Grey tea steeped with cardamom and ginger.",Persian,"4661 N. Kedzie Ave., Chicago 60625",18.5,IL,4.3,168,2,80,0,0,18.5,60625
Taste of Peru,0.0,"Tucked inside a strip-mall and entirely plain-Jane in appearance, foodies trek to this caliente fave for a formidable meal of authentic dishes. The owner is chatty and tunes groovy, all of which make for a wonderful precursor to such peppery items as aji de gallina (shredded chicken in a walnut sauce, enriched with parmesan) or chupe de camarones (a hot, spicy, bright bowl of shrimp and rice). This is clearly not the place for a pisco sour, but feels like Sundays con la familia where papa a la huancaina doused in amarillo chile, and arroz chaufa with veggies and beef jerky-like strips are merely some of the items on offer. It's worth noting though that while the food is decidedly traditional, mysteriously there's no pork to be found anywhere on the menu.",Peruvian,"6545 N. Clark St., Chicago 60626",18.5,IL,4.2,90,2,81,0,0,37.0,60626
Chez Joël,0.0,"With tables covered in archetypal butcher's paper, butter-yellow walls, and red velvet window dressings, Chez Joël adds a touch of je ne sais quoi to Little Italy. The cozy, romantic setting is filled with expats and locals reliving memories of their trips to the City of Light. Taxidermied pheasants keep watch over the room from their high perches, like a Deyrolle curiosity. The kitchen gives classic French cuisine a soupçon of international embellishment. Three plump scallops spooned with basil pesto are set over a pool of tomato coulis for a Franco-Italian take on coquilles St. Jacques. A simple Caesar salad benefits from fresh ingredients like tender grilled chicken and crisp romaine lettuce in a garlicky dressing. Tasty pastas round out the menu.",French,"1119 W. Taylor St., Chicago 60607",37.0,IL,4.4,40,3,44,0,0,37.0,60607
Frances' Deli,0.0,"Frances' Deli is the type of quaint, lived-in diner everyone dreams of having just around the corner from home. Lucky Lincoln Park residents get that wish fulfilled at this authentic pre-war haunt packed with American antiques and memorabilia-where weekend waits are the norm as half the neighborhood vies for a place at one of the closely spaced tables. As with any good diner, breakfast, lunch, and dinner all know how to hit the spot. The deli roasts its own meats and does Jewish-American staples right, from flavorful, crisp-tender potato pancakes to oversized pastrami and brisket sandwiches with all the fixings (slaw, fries, and potato salad). As long as you're going for the full nostalgia trip, slurp down a made-to-order milkshake or malt.",Deli,"2552 N. Clark St., Chicago 60614",18.5,IL,4.1,41,2,35,0,0,18.5,60614
Frontera Grill,0.0,"The linchpin in Rick Bayless' empire, Frontera Grill is decidedly unique in its homage to regional Mexican cuisine and displays a near cult-like devotion to local product. The service at this dining room, psychedelic in its color scheme, can verge on vapid, but find a seat on the bar side for a warmer (and worthier) experience. The ever-changing menu is cohesive with a mix of classics and specialties like sopa azteca, a nourishing pasilla chile broth poured atop crisp tortilla strips, cool avocado, grilled chicken, and jack cheese. A version of the classic from Morelia, enchiladas a la plaza are first flash-fried, then folded over seasoned cabbage, potatoes, and carrots. Pair this plate with a side of spinach in green chile and you won't be unhappy. Ever.",Mexican,"445 N. Clark St., Chicago 60654",37.0,IL,4.3,521,2,66,0,0,37.0,60654
Papito,0.0,"Owned by the team behind nearby Chez Maman, this taqueria has a French touch that complements its sunny, bistro-like environs on the slope of Potrero Hill. The colorful walls and tightly packed tables lead to a semi-open kitchen full of energy and movement, where servers may be snappy without ever sacrificing timely presentations. Start with the zippy ensalada Papito, packed with avocado, crispy tortilla strips, and cilantro dressing. Then, dig into the giant mushroom quesadilla with Oaxaca cheese or crisp rock cod tacos with chipotle mayo and cabbage slaw. Well-crafted Mexican entrées, a flavorful salsa selection, and a fully-stocked bar further cement Papito's status as a neighborhood favorite spot for a quiet lunch or bustling dinner.",Mexican,"317 Connecticut St., San Francisco 94107",18.5,CA,4.3,78,3,66,0,0,37.0,94107
Cotogna,0.0,"Though rustic compared to Quince, its high-end sibling, Michael and Lindsay Tusk's casual Italian offshoot would be elegant by any other standard. Stylish, bright, and a hot ticket reservation-wise, the space centers around an exhibition kitchen, from which crisp pizzas and hearty roasted meats emerge. Cotogna's absolutely delicious menu highlights Chef Tusk's pristine pastas, like rolled casconcelli stuffed with velvety pumpkin purée in sage butter, as well as seasonal starters that include a beautiful chicory salad with sweet red apple, pomegranate, and Piave cheese. And there's always that three-course prix-fixe delight: an exceptional value that features a dessert like pitch-perfect butterscotch budino with sea salt and muscovado custard.",Italian,"490 Pacific Ave., San Francisco 94133",37.0,CA,4.3,152,3,54,0,0,37.0,94133
Bar Agricole,0.0,"Cocktails and conversation are always a pleasure at Bar Agricole, which is known for having one of the city's best drink programs. Its narrow, industrial-modern dining room boasts soaring ceilings from which huge acrylic sculptures hang, while mod concrete booths line the side wall. An outdoor patio, with plant beds and a trickling fountain, is particularly popular for brunch. The menu is thoroughly Californian and loaded with the season's best, showcased in dishes like a frisée, arugula, and radish salad with a citronette dressing; halibut brandade with asparagus; as well as roast pork leg and belly with Canario beans, greens, and horseradish. At brunch, opt for flavorful, tender, and homemade lamb sausage served over fried eggs and wilted kale.",Californian,"355 11th St., San Francisco 94103",37.0,CA,4.1,213,3,10,0,0,37.0,94103
Benu,3.0,"Don't miss the street views directly into this kitchen as you enter-the chefs here are preparing a series of masterpieces. Outside in the courtyard, benches are exactly the kind of place to linger, after a regal repast. The interior is awash in earthy colors, sleek banquettes, and oversized cushions. The slate-gray dining room is serene with clean lines drawing the eye across the meticulous design, while the staff is impressively warm and relaxed for a restaurant of this caliber. Chef Corey Lee's nightly tasting menu is a unique marriage of contemporary American and Korean influences and Master Sommelier Yoon Ha oversees an exceptional beverage program. Dishes promise a fascinating interplay of ingredients, as seen in the potato salad crowned with mirin-glazed anchovies and spirals of mild red chili. Find subtlety and elegance in raw fluke seasoned with sesame oil and sandwiched between crisp sesame leaves; while sea bream served in an aged tangerine jus with black trumpet mushrooms is royally decadent. Rich, marbled beef reaches a new height of excellence when prepared with charred scallion sauce, ramps, and meaty morels. Finally, a striking dessert of luscious coconut cream with strawberry gelée, tapioca pearls, and topped with a thin disc of meringue, will have you seeing stars.",Contemporary,"22 Hawthorne St., San Francisco 94105",112.5,CA,4.6,101,4,2,1,2,112.5,94105
Twenty Five Lusk,0.0,"Nestled in the center of SoMa's dynamic startup scene, this high-design stunner draws an equally high-powered crowd. They stream in at happy hour to catch up on the latest tech gossip in the swinging lounge, then head upstairs to wheel and deal in the refined dining room, which boasts an impressive glassed-in exhibition kitchen. Lusk's food is American with contemporary touches, from the togarashi and carrot coulis that spikes a highbrow take on shrimp and grits, to the ginger vinaigrette that accents a summery salad of little gem lettuce and heirloom cucumbers. Dessert aficionados will thrill to the freedom from choice offered by the ""sampling"" trio, featuring creamy lime posset, spiced carrot cake, and a decadent salted-caramel brownie.",American,"25 Lusk St., San Francisco 94107",62.0,CA,4.2,149,3,2,0,0,37.0,94107
Una Pizza Napoletana,0.0,"In keeping with owner Anthony Mangieri's monastic devotion to the perfect pie, Una Pizza Napoletana is a spare space, housed in a chilly former garage on an industrial corner of SoMa. The vibe is completely casual yet alluring with crowds riveted by the altar-a tiled turquoise oven, where Mangieri stretches dough and deftly coaxes the crackling wood fire to produce his perfect pies. Their blistered and puffy crusts sport a delicious char as well as an addictively chewy texture thanks to tangy fermentation. Waits are long, but the hassle is well worth it after one bite of the Filetti, slathered with creamy buffalo mozzarella and juicy cherry tomatoes. Mangieri is unquestionably a master of his craft, and his pies are a cut above local competition.",Pizza,"210 11th St., San Francisco 94103",37.0,CA,4.2,119,2,82,0,0,37.0,94103
Zero Zero,0.0,"Zero Zero may be named for the superlative flour used in its enticingly blistered, thin-crust pies, but this is much more than a pizzeria. While pies like the Geary with chewy clams, caramelized bacon, and Calabrian chilies, are delicious, this casual spot offers much more than a good slice. Absolute knockouts include tomato-braised chickpea bruschetta, oozing with melted burrata; and a salad of smoky grilled radicchio hearts cut by creamy Pt. Reyes blue cheese. A mix of families, hipsters, and business people fresh from the Moscone Center fill the warm, bi-level space. Group dining is ideal for sharing and sampling more of the menu, and the sizable bar will ensure that everyone's equipped with a terrific cocktail or pint of local draft root beer.",Pizza,"826 Folsom St., San Francisco 94107",37.0,CA,4.3,377,2,54,0,0,37.0,94107
Café Colucci,0.0,"On a stretch of Telegraph that's something of an Ethiopian restaurant row, Colucci stands out for its eye-catching décor, including a plant-laden terrace, fabric-draped ceiling, and selection of African art. As with all Ethiopian restaurants, bring clean hands and leave your fork at home: you'll be dining exclusively with injera, the spongy-sour bread that's traditional to the country. The menu offers many appealing options to scoop, from mild begue tibs (lamb with onions, garlic, and rosemary), to spicy eggplant wot stewed in a piquant berbere sauce. Fried potato slices called dentich tibs are great on their own, but extra tasty when paired with assa tibs, a whole baked fish. Save room for a buttery pistachio baklava and house-roasted Ethiopian coffee.",Ethiopian,"6427 Telegraph Ave., Oakland 94609",18.5,CA,4.4,81,2,2,0,0,37.0,94609
Ippuku,0.0,"Can't swing a ticket to Tokyo? Dinner at Ippuku is the next best thing. With its low Japanese-style tables, extensive woodwork, and enormous selection of sake and shochu, it feels like an authentic izakaya transplanted into a corner of downtown Berkeley. The low-profile entrance adds to the feeling you've lucked upon a special dining secret-assuming you don't stroll right past it, that is. Yakitori are the big draw here, with smoky, salty chicken thighs, necks, hearts, and gizzards arriving fresh off the binchotan. Other excellent small plates include korokke or golden-brown Dungeness crab croquettes, crisp on the outside and with a creamy interior, or yaki imo, caramelized white sweet potato with a sweet-and-salty glaze.",Japanese,"2130 Center St., Berkeley 94704",37.0,CA,4.5,104,2,55,0,0,37.0,94704
Ramen Dojo,0.0,"The two-hour lines may have died down, but a 40-minute wait on the sidewalk is still standard at this noodle hot spot. The interior, when you finally reach it, is utterly spare-the better to showcase steaming bowls of tasty and satisfying soup. Customize your broth (soy sauce, garlic pork, soybean), spiciness, and toppings (like spicy cod roe and kikurage mushrooms), then dive in. The ramen arrives in minutes, loaded with the standard fried garlic cloves, hard-boiled quail egg, scallion, chili, and two slices of roast pork. Your job is to slurp the chewy, delicious noodles (and maybe some seaweed salad or edamame), then hit the road-the hyper-efficient staff needs to keep the line moving, after all. But for one of the best bowls in town, it's worth it.",Japanese,"805 S. B St., San Mateo 94401",18.5,CA,4.3,248,1,55,0,0,18.5,94401
Grace's Table,0.0,"Around the world in four courses without leaving wine country? It's possible at this bright, contemporary downtown Napa space that balances fun with excellence. Only here can a top-notch tamale filled with chipotle pulled pork, green chile, and black beans be followed by cassoulet that would do any Frenchman proud-thanks to its decadent mélange of butter beans, duck confit, and two kinds of sausage. With Italian and American staples in the mix as well, it might sound too eclectic for one meal, but Grace's Table earns its name with charming service and a thoughtful, well-priced wine list to bridge any gaps between cuisines. Don't miss the satiny ganache-layered devil's food chocolate cake-a slice is big enough to split, and a winner in any tongue.",International,"1400 2nd St., Napa 94559",37.0,CA,4.2,71,2,52,0,0,37.0,94559
Avec,0.0,"Fans have been clamoring for the dinner plates at this West Randolph mainstay for more than a decade-and now that lunch is on the menu, it's official: Avec is a non-stop hangout. It's a fun vibe, as diners are tightly packed at a long counter and communal seating in the chic wood plank encased room, and servers do a good job attending to the crowd. Mediterranean flavors factor prominently in the kitchen's stimulating creations, like a kale and carrot salad dressed with delightfully herbaceous and spicy green harissa as well as sunflower seeds for crunch. A thick slice of excellent whole grain bread spread with walnut-beet muhamarra is the foundation of an open-faced roasted salmon sandwich, and other delights-there are many-come and go with the seasons.",Mediterranean,"615 W. Randolph St., Chicago 60661",37.0,IL,4.5,302,3,65,0,0,37.0,60661
Stax Café,0.0,"""We're Breakfast Geeks. We take this stuff way too seriously"" reads one of the server's T-shirts at Stax Café, and UIC students and staff are grateful for their dedication to heart-warming wake-up delights. From the coffee and fresh juice bar for on-the-go types, to flat-screen TVs for those dying to catch up on sports, this corner restaurant aims to get everyone's day started right. Breakfast items with tasty twists abound, like ricotta pancakes with strawberry-rhubarb compote; or the Spanish Harlem omelet served frittata-style with chorizo, roasted tomatoes, and poblano peppers. Can't choose? Get a side of mini waffles dusted with powdered sugar alongside your main dish, and don't forget to check out the chalkboards for specials-perhaps breakfast tacos?",American,"1401 W. Taylor St., Chicago 60607",18.5,IL,4.2,68,1,2,0,0,37.0,60607
Three Aces,0.0,"Look past the fact that Three Aces is a bar-a hip, dimly-lit, rock n' roll-loving bar at that-and you'll find a soulful kitchen with a deft hand at turning out Italian riffs on American farm-to-table cuisine. Inventive combinations are the order of the day on both the food and cocktail lists; the Fiery Jalesco gets motors revving with a delicately smoky blend of mezcal, St. Germain, and grapefruit aromatics. Many dishes beg for sharing, like the Calabrese pizzetta that heats things up with spicy sausage and red chili flakes. Roast beef panini takes its cue from Chicago's famous Italian beef, its pressed sourdough slices are slathered with aïoli, packed to the gills with tangy giardiniera and provolone, and served with garlicky beef jus.",Gastropub,"1321 W. Taylor St., Chicago 60607",37.0,IL,4.4,99,2,10,0,0,37.0,60607
Chicago q,0.0,"American barbecue is anything but honky tonk in this gorgeous Gold Coast setting. Everything within the bright, bi-level space seems to gleam, from the colossal contemporary light fixtures and sun-splashed skylights to the shimmering open kitchen and myriad bottles of whiskey at the bar. Elegant preparations elevate traditional barbecue elements, like a spicy pairing of cornmeal-dredged fried green tomatoes and habañero-glazed pork belly with red onion-mango relish. Baby back ribs-so tender they're practically falling off the bone-are served with a trio of house-made sauces for dipping and slathering. And pig lovers planning for a large party can order a whole pork shoulder carved tableside with a picnic-worthy spread of slaw, beans, and cornbread.",Barbecue,"1160 N. Dearborn St., Chicago 60610",37.0,IL,4.5,196,2,12,0,0,37.0,60610
Las Palmas,0.0,"Vivid décor complements the spirited flavors on the menu at Las Palmas, from the colorful Mexican artwork on adobe-style walls to exposed ductwork welded to resemble a scaly dragon winding through the deceptively large space. If the weather suits, the outdoor garden or glassed-in atrium beckon; if not, a cozy fireplace in the front room keeps things intimate. The cocktail menu draws inspiration from both South and Central America, featuring a variety of capirinhas and mojitos alongside inventive cucumber-lime and pineapple margaritas. Vibrant and modern Mexican dishes like crispy taquitos with chicken barbacoa, pickled red onion, and tangy salsa cruda; as well as seafood-filled cornmeal empanadas with peanut-jalapeño relish showcase the kitchen's flair.",Mexican,"1835 W. North Ave., Chicago 60622",37.0,IL,4.1,76,2,66,0,0,37.0,60622
Owen &amp; Engine,0.0,"Owen & Engine's charm extends from its glossy black façade into its warm polished wood interior and all the way to the second-floor dining room that sees action into the wee hours. Brocade wallpaper, gas lights, and studded leather club chairs lend a Victorian feel. A frequently changing draft list always features a few selections pulled from a beer cask (or ""engine""). British-inspired gastropub grub matches the impressive roster of brews and Pimm's cups. Bar nibbles like mustard-glazed soft pretzels with Welsh rarebit for dipping; or peanuts tossed in sriracha, Worcestershire, and brown sugar cater to the snacking sort. Hearty entrées like bangers and mash feature house-made Slagel Family Farm's pork sausage and potatoes smothered in onion gravy.",Gastropub,"2700 N. Western Ave., Chicago 60647",37.0,IL,4.5,152,2,18,0,0,37.0,60647
Isla,0.0,"Don't let Isla's plain-Jane décor dissuade you-despite the flimsy curtains and bare-bones dining room, the space is practically bursting with Filipino pride. From the convivial owners and servers, to the bantering patrons getting their fix of Filipino cable TV as they eat, the warmth and love for this Southeast Asian country is clear here. Traditional dishes populate a menu that offers a whirlwind tour of the islands' bold flavors. Tinolang manok, a refreshing take on chicken soup, is redolent with ginger and punctuated by green papaya. Dried taro leaves in laing sa gata lend smokiness to tender, coconut milk-simmered pork and shrimp, and a side of Isla's famous adobo rice, spooned with the classic tart and garlicky pork stew, goes with everything.",Filipino,"2501 W. Lawrence Ave., Unit D, Chicago 60625",18.5,IL,4.3,85,1,96,0,0,18.5,60625
Junoon,1.0,"Attention to detail is what sets Junoon far apart from its desi brethren. The façade is dramatic, but once through those ebony doors, the cavernous setting is welcoming and plush with treasures from the subcontinent. The large bar exudes class and fun, with two antique jhoolas (swings) crafted from Burmese teak. Then, walk through a 200-year-old wooden arch and carved panels beyond, seemingly afloat in a reflecting pool, to enter the amber-tinted dining room where tables are luxuriously spaced. The kitchen is patently ambitious and quite successful in presenting a contemporary vision of Indian cuisine. Every dish is thoughtfully composed and highlights only products of top quality. Begin with a thick octopus tentacle sent to the tandoor, emerging crisped, charred, incredibly tender, and served with pickled purple potato as well as herb oil. Murg lababdar tastes of pure elegance in seared and braised de-boned chicken drenched in a sweetly spiced, deeply flavored tomato-onion gravy. The creamy and exceedingly juicy shahi lamb shank is enriched with rose petal-garam masala, cumin, and coriander; while stout cake coddled with orange- and pink peppercorn-meringue is as unexpected as it is divine.",Indian,"27 W. 24th St., New York 10010",62.0,NY,4.0,274,3,50,1,1,37.0,10010
Tulsi,1.0,"Anyone who loves their Indian food but got jaded by the generic ghee-heavy menus of Curry Hill should head along to Tulsi. In place of the seizure-inducing colored lighting, this midtown favorite offers billowing muslin and neutral tones; and instead of the usual Bollywood clichés, it provides tranquil, sophisticated surroundings, and attentive, sweet natured service. The menu is also markedly different from the norm. For the appetizers, the kitchen takes the sort of snacks you can find streetside on Chaupati and, by putting its own spin on them (and using primary ingredients), raises them to new heights-such as with the white beans of ragda chaat, which is a great way to start your meal. You can also go Goan for some Portuguese influence with the succulent shrimp balchao. But, be sure to leave room for authentic goat biryani served on the bone, or something from the tandoor like those tender lamb chops. As a nod to local tastes, spicing can be a little timid but those who are familiar with India-and anyone who knows their silly mid-on from their backward point-will still find much to savor.",Indian,"211 E. 46th St., New York 10017",37.0,NY,4.2,78,3,50,1,1,37.0,10017
Bar Bocce,0.0,"As chill a hangout spot as they come, Bar Bocce is seemingly designed to while away the hours with its pretty view of the water, namesake bocce courts, and roaring fire pit. Friendly and casual, it's a place where an afternoon glass of wine can easily fade into a multi-hour dinner, shared with a group of friends on the heated patio overlooking Sausalito's harbor. Wood-fired sourdough pizzas, like a marble potato pie with fontina, bacon, and a fresh farm egg, are the heart of the menu, accented by antipasti such as shaved Brussels sprouts and pecorino salad or golden cod brandade fritters with a tangy citrus aïoli. Cheerful servers are always happy to recommend a bottle of vino (or three) to keep the festivities humming in the inviting little bungalow.",Pizza,"1250 Bridgeway, Sausalito 94965",37.0,CA,4.3,128,2,82,0,0,37.0,94965
Boon Eat + Drink,0.0,"Its setting on cheerful Main Street may suggest small-town Americana, but Boon's fare is globally inflected. This is clear from the cool and refreshing toasted cumin yogurt that enlivens a tender Moroccan lamb stew, to the tang of buttermilk in an enticingly sour panna cotta with blueberry-thyme compote and plenty of vanilla. A large chalkboard offers numerous specials, tempting the crowds that flock here each evening. The petite space is lovingly pitched between old-fashioned and modern, with extraordinary tables cut straight from large trees and aluminum bistro chairs. With lots of demand, even the outdoor seats are a hot ticket. French-press pots of locally roasted coffee and glasses of cabernet adorn each tabletop throughout the day.",Californian,"16248 Main St., Guerneville 95446",37.0,CA,4.6,42,2,23,0,0,37.0,95446
Terrapin Creek,1.0,"Terrapin Creek isn't easy to find, but those who persevere will be rewarded with a delightful little hideaway bearing delicious cuisine. Dramatically situated high above picturesque Bodega Bay, this lovely restaurant is just steps from the water. (During the January-March whale-watching season, you might even catch a glimpse of these gentle giants bobbing in the Pacific.) The upbeat, sun-filled dining room, done in bright orange and yellow and filled with big, bold paintings, is clean and unfussy. The small-town staff are every bit as warm as the space, and treats everyone like a regular. A meal might begin with a mixed-green salad topped with creamy goat cheese, sweet persimmon, bits of prosciutto, and a tart cherry vinaigrette; then segue into a nest of al dente linguine twirled with crumbled merguez and minty feta in a spicy tomato broth. A tender local ribeye is accented by creamy bordelaise and buttery potatoes, then strewn with sautéed broccolini and mushrooms; paired with a Napa red blend, it's equal parts modern and classic. Be sure not to miss the fluffy, velvety German chocolate cake, full of crunchy-chewy pecans and coconut that give it a powerful, but never heavy, flavor.",Californian,"1580 Eastshore Rd., Bodega Bay 94923",37.0,CA,4.6,28,3,2,1,1,37.0,94923
Arami,0.0,"Come to this bamboo-clad izakaya, with its comfortable sushi bar and soaring skylights, for impressively rendered small plates and specialty cocktails featuring Japanese spirits. The night's tsukemono can reveal spicy okra, crisp hearts of palm, and sweet burdock root, and the nigiri selection has showcased New Zealand King salmon topped with pickled wasabi root. The robata produces grilled maitakes with Japanese sea salt and black garlic purée; and gani korroke, a crunchy-creamy crab croquette, is plated with togarashi-spiked mayonnaise. Don't turn down the all-ice cream dessert menu, which includes enticing flavors like coconut-cinnamon-banana. It comes nestled in granola-like bits of miso-graham cracker crumble for a finish as sweet as it is unique.",Japanese,"1829 W. Chicago Ave., Chicago 60622",37.0,IL,4.5,65,3,55,0,0,62.0,60622
Bistronomic,0.0,"Tucked away from the buzz of the Magnificent Mile, Bistronomic is a great place to cool your tired heels. Jaunty red awnings beckon brightly, and the revolving door spins guests into a warm room that's focused on the bonhomie of dining with friends. Oxblood walls, gray banquettes, and a central bar play up the bistro feel, while the kitchen conveys creativity with fresh renditions of tasty classics. Rusticity and elegance come together in a fillet of Lake Superior whitefish that is pan-seared to golden-brown and matched with spring ratatouille, preserved lemon, and puréed eggplant. Exquisitely crisp feuilletine is a glamorous upgrade to the classic Kit Kat bar, folded with hazelnuts, bittersweet chocolate, and finished with a sweet-tart orange sauce.",French,"840 N. Wabash Ave., Chicago 60611",37.0,IL,4.0,43,3,15,0,0,37.0,60611
Chicago Kalbi,0.0,"Take me out to the ballgame-or the Korean barbecue joint where a ballplayer would feel right at home. At this quirky spot, autographed baseballs line the shelves, while photographs and posters of ballplayers paper the walls. But the cluttered décor doesn't deter locals from frequenting this modest yet welcoming joint. Gas grills at each table give off an intoxicatingly savory perfume as patrons take their time searing their choice of well-marbled marinated beef, including the always-popular bulgogi or kalbi, and then cool their mouths with a traditional array of banchan. For those who prefer their meat raw, beef tartare assumes an interesting twist of flavor and texture when folded with Asian pears, sesame seeds, and sesame oil.",Korean,"3752 W. Lawrence Ave., Chicago 60625",37.0,IL,4.2,30,2,59,0,0,37.0,60625
Fish Bar,0.0,"Chicago may not be known for local seafood, but Fish Bar makes sure to handpick the best from both the Atlantic and Pacific coasts to fill its chilled coffers. A blackboard above the semi-open kitchen lists the fresh daily fish and oyster offerings, ready to be shucked, steamed, fried, and grilled for guests lining up at the wood bar that snakes around the room. The casual menu pays homage to classic coastal fish shacks, yet throws in a few gussied-up items like tartare and octopus à la plancha. Bowls of gumbo stick to the classic recipe with zippy andouille sausage, okra, and chunks of blue crab. The Satchmo po'boy is a mouthful, combining fried rock shrimp and crawfish tails along with slaw and sweet pickles in a traditional, buttery split-top roll.",Seafood,"2956 N. Sheffield Ave., Chicago 60657",37.0,IL,4.1,96,2,91,0,0,37.0,60657
