State,address,cooking_type,cuisine,name,pr,rating,review,stars,usd_avg,price
CA,"830 Cortland Ave., San Francisco 94110",Peruvian,Peruvian,Piqueo's,$$,4.3,"Gather your friends for a trip to Peru (with a layover in Bernal Heights) at Piqueo's, where the menu of flavor-packed small plates is built for sharing. From crispy yucca balls stuffed with cheese to tender pork adobo over mashed sweet potatoes, hearty palate-pleasers abound. Sauces are a house specialty; the tender beef empanada boasts a trio of garlicky huacatay, creamy huancaina, and spicy rocoto. And where else can you sample a quinoa-blueberry flan? While not as glamorous as upscale sister La Costanera, Piqueo's has its own charm, thanks to a quaint atmosphere with wood floors and an open kitchen. It's a standby for Bernal families, who stroll over in the evenings to catch up with the friendly servers and dig into their favorite dishes.",0.0,37.0,2.0
CA,"115 De Anza Blvd., San Mateo 94402",Japanese,Japanese,Wakuriya,$$$$,4.6,"Innovative, serious, and very well-established, Wakuriya is the rare restaurant that successfully combines deep respect for kaiseki tradition with a contemporary touch. This is largely thanks to the lone chef behind the counter, Katsuhiro Yamasaki; his wife is the one so deftly managing and serving the entire dining room. The location is charmless and the décor verges on nonexistent, but there is a sober elegance here to balance the low-key vibe. The room is fully booked on a nightly basis so reserve in advance. Each month brings a new set menu, perhaps beginning with fresh New Caledonian blue shrimp and squid seasoned with soy, grilled tableside over a heated stone. This may lead to appetizers that highlight pristine ingredients and jewel-like presentation, as in Tasmanian ocean trout sushi topped with mascarpone cheese and olives, or barbecued unagi rolled into an omelet. Comforting and fragrant soups may brim with fine noodles, shimeji mushrooms and duck magret that finishes cooking in the warm broth. Once you are halfway through the clay pot filled with madai snapper and hot dashi, go ahead and empty the rest of your rice into the broth-it is the best way to ensure you do not miss a drop.",1.0,112.5,4.0
CA,"620 5th St., Santa Rosa 95404",French,French,Bistro 29,$$,4.0,"French pride oozes from every pore of this vibrant Breton charmer, where tiny French flags, a replica Eiffel Tower, and signs reading ""I Love Paris"" decorate le petit dining room. With its white tile floors and parchment-topped tables, it's every inch the classic bistro-and Santa Rosa locals wouldn't have it any other way. Savory and sweet galettes (buckwheat crêpes) appear on the menu, their bubbly exteriors concealing a rich filling of tender duck confit, spinach, mushrooms, and Gruyère. The exquisite seafood cassoulet is satisfying yet light, nestling prawns, mussels, calamari, and crab around buttery flageolet beans in a bright tomato broth. For dessert, a moist sticky toffee pudding, accented",0.0,37.0,2.0
CA,"11285 Hwy. 1, Point Reyes Station 94956",Italian,Italian,Osteria Stellina,$$$,4.2,"Its name is Italian for ""little star,"" and this cutie spot does indeed shine in the heart of tiny Point Reyes Station, a one-horse clapboard town with little more than a filling station and a post office to its name. But the Wild West it's not: this frontier village is Marin-chic, and its saloon is a soothing retreat with soft sage walls, wide windows, and local produce on the menu. You'll taste the difference in the pillowy house-made focaccia, the soothing chicken brodo, and the crisp salad of little gem lettuce with blue cheese, toasted walnuts, and honeycrisp apples. Organic, grass-fed beef stew is packed with spices and served over herbed polenta. Finish with a chocolate sponge cake with mocha mousse that's as unforgettable as the setting.",0.0,62.0,3.0
CA,"14480 Big Basin Way, Saratoga 95070",Japanese,Japanese,Hachi Ju Hachi,$$,4.5,"Through a refined small plates menu of traditional washoku cuisine, Chef Jin Suzuki shows true dedication to his craft. Dishes are subdued and delicate, celebrating just a few ingredients, like soft morsels of eggplant marinated in sweet miso-mirin. Crunchy salads may toss large pieces of cucumber and bamboo shoots in an earthy and tangy fermented barley-miso vinaigrette. Simple pleasures underscore the gyu-niku teriyaki, served as slices of tender marinated filet of beef with enticing salty-smoky flavors. The restaurant itself is a serene space filled with blonde wood furnishings and a long counter facing the kitchen. After a kaiseki meal here, take the chef's invitation to sign the wall, or just peruse the names of those who went before you.",0.0,37.0,2.0
CA,"3561 El Camino Real, Ste.10, Santa Clara 95051",Korean,Korean,Jang Su Jang,$$,4.4,"Smoky Korean barbecue, luscious soft tofu stews, and enormous seafood pancakes are among the standards at this Santa Clara classic and Koreatown star. Its strip-mall façade may not seem enticing, but the interior is classier than expected, thanks to granite tables equipped with grill tops and ventilation hoods, and a glass-enclosed exhibition kitchen located in the back. This is fiery flavored cuisine for gourmands who can stand the heat. A heavy-handed dose of kimchi flavors soft beef and pork dumplings, while the fierce red chili paste that slicks garlicky slices of marinated pork may actually cook the meat in daeji bulgogi. Cool down with mul naeng myun, a cold beef broth with tender, nutty buckwheat noodles, and a pot of bori cha.",0.0,37.0,2.0
CA,"1042 E. El Camino Real, Sunnyvale 94087",Japanese,Japanese,Sawa Sushi,$$$$,4.2,"Strict rules and big rewards unite at this zany, unusual and randomly located (in a mall) dive, where Chef Steve Sawa rules the roost. After going through the rigmarole of landing a reservation for his omakase-only affair, throw all caution to the wind and just go with the flow. Yes, the décor is nothing special and downright weird; however, the food is anything but so-so and the ad hoc prices are usually quite high. So what draws such a host of regulars? Their pristine and very sublime fish, of course-from creamy Hokkaido sea scallops to delicious toro ribbons. Sawa is also an expert on sauces: imagine the likes of yuzu kosho topping kanpachi, or a sweet-spicy tamarind glaze on ocean trout. Finish with a top sake or cold beer and feel the joy seep in.",0.0,112.5,4.0
CA,"236 Plaza Central, Los Altos 94022",Japanese,Japanese,Sumika,$$,4.3,"Yak it up at this local hot spot for Japanese-style skewers, where every part of the chicken (from thighs to liver to skin) is grilled over charcoal to smoky deliciousness. Sumika's atmosphere may be no-frills, but the food is solid and its beloved sister ramen shop, Orenchi, gives it an enormous pedigree (which makes snagging a seat or two in the tiny space a real challenge). If you're willing to sacrifice yakitori, crowds die down considerably during skewer-free lunches, when moist chicken karaage with a crisp, golden-brown exterior and the signature Sumika salad (featuring cabbage, chicken, and wonton strips) take center stage. Udon in an umami-rich dashi broth with fish cake, kombu, and a carrot-daikon kakiage fritter is always a solid bet.",0.0,37.0,2.0
CA,"610 1st St., Napa 94559",Mexican,Mexican,C Casa,$$,3.6,"With a long line that marks it as one of the top destinations in the busy Oxbow Public Market, C Casa may look like a fast-food joint, but it's got serious sustainability credentials-all the more impressive given the reasonable prices. Unique tacos are made to order and filled with the likes of mahi mahi or ground buffalo, then topped with plenty of fresh vegetables and garlic aïoli. If pork tacos with smashed white beans, cilantro, guacamole, and romaine don't appeal, then check out the daily specials on the small boards above the griddle and stoves. They might include rotisserie chicken with a pile of crisp Caesar salad or a rich duck tostada. Throw in a Mexican coffee, fresh juice, or glass of local wine, and you'll still have cash left over.",0.0,18.5,2.0
CA,"1425 1st St., Napa 94559",Italian,Italian,Oenotri,$$$,4.4,"There's no sweeter greeting than the aroma of wood smoke that beckons diners into this downtown standout. And with its Neapolitan pizza oven, sunny textiles, and exposed brick, Oenotri-from an ancient Italian word for ""wine cultivator""-looks as good as it smells. Chef/owner Tyler Rodde imbues the cooking of Southern Italy with a dash of Californian spirit and the resulting cuisine is nothing short of enticing. Options change with the season, but true fans know that pizza is a must. Mixed chicory salad with mozzarella di bufala, pickled red chilies, and house-cured salametto is also a crowd-pleaser. Not far behind the torchio or corkscrew pasta is presented with diced roasted winter squash, toasted pine nuts, fried sage, and a drizzle of brown butter.",0.0,37.0,3.0
CA,"558 Sacramento St., San Francisco 94111",Gastropub,American,Wayfare Tavern,$$$,4.4,"Though it feels like it's been around for decades, celebrity chef Tyler Florence's FiDi favorite is actually a toddler-at least in tavern years. Nonetheless, it's become a standby for business types doing deals or enjoying post-work cocktails. Complete with dark wood and leather furnishings, a private billiards room, and bustling bar, Wayfare Tavern has the air of a gastropub-turned-private club. Hearty Americana with seasonal accents defines the menu, like a take on biscuits and gravy that integrates plump dayboat scallops and spicy chili oil. Buttermilk-brined fried chicken, grilled hanger steak, and baked macaroni and cheese are pure comfort, as is a decadent TCHO chocolate cream pie with salty caramel ganache and devil's food cake crumble.",0.0,37.0,3.0
CA,"3340 Steiner St., San Francisco 94123",Mediterranean,French,Bistro Aix,$$$,4.3,"In the competitive Marina market, lovely Bistro Aix remains a charming and relatively affordable neighborhood option for thoughtfully made Southern French fare with a California touch. The dining room offers two distinct culinary experiences, beginning with seats in front at the convivial marble bar and small bistro tables. Beyond this, find the sunny bubble of the intimate back atrium, verdant with olive trees and flooded with natural light. A well-heeled crowd enlivens the space. Dishes are simple and well executed, like roasted eggplant with grilled sesame seeds, gypsy peppers, and a topping of creamy burrata; or the perfectly grilled ahi tuna with fried baby spinach and a spicy Port reduction. Nicely chosen French wines complement each dish.",0.0,37.0,3.0
CA,"2500 Folsom St., San Francisco 94110",Californian,Bar,Heirloom Café,$$$,4.3,"Though a nice selection of European vintages is a boon to this charming bistro housed in a quiet corner of the Mission, the delicate and seasonal food keeps it bustling. Fresh and elegant Mediterranean-leaning dishes are pure expressions of California's bounty. Sample the likes of seared scallops on a bed of fava beans and frisée with minced bacon and shallot-butter; or pan-roasted cod with cauliflower purée, English peas, and ramps. Simple desserts display a gentle touch, as in the polenta cake with macerated strawberries and tarragon cream. The dining room features communal tables, a marble counter with a close-up view of the open kitchen, whitewashed walls plastered with European wine labels, warm candlelight, and even warmer service.",0.0,62.0,3.0
CA,"178 Townsend St., San Francisco 94107",Californian,Contemporary,Saison,$$$$,4.6,"No expense has ever been spared in this massive wow-inducing space. There are enough shining copper pots to supply a village of restaurants in France; wood tables, smart chairs, and faux-fur rugs mean that someone has recently been to Scandinavia. There is also a refreshing breakdown of traditional barriers between the kitchen and dining areas-underscored by the chefs' visits to each table, personally presenting and describing dishes. Dining here is gorgeous; some find the service personalities to be pompous, while others regard them as warm and convivial. However, the blaring 80's soundtrack (if indeed that is your era) keeps the mood lively. One thing that is undeniable is the level of extraordinary skill and detail that Chef Joshua Skenes uses to craft each item on his spontaneous menu. Expect cultured butters and cream, light and infused broths, as well as the smoke of a wood-fired oven to feature prominently. Meals may highlight luscious white sturgeon caviar with crisp potatoes tourné and a dab of cultured cream. Then, sample sweet, tender lobster barely warmed over coals with a savory seaweed dressing and rich lobster-brain sauce. Dry-aged duck is grilled ""near the fire,"" served with giblet-confit ragù, wood-roasted date, a dark jus, and is absolutely delicious.",3.0,112.5,4.0
CA,"300 Spear St., San Francisco 94105",American,Contemporary,Prospect,$$$$,4.2,"For a polished and contemporary experience that doesn't sacrifice approachability, FiDi denizens turn to Prospect, a crowd-pleaser for the full-pocketbook crowd. Set on the ground floor of a soaring high-rise, its airy space offers attractive, roomy tables, adept service, and a popular, well-stocked cocktail bar. Simple, well-constructed American fare abounds, with menu mainstays like an heirloom tomato salad with creamy dollops of burrata and crisp, garlicky breadcrumbs; or a perfectly flaky Coho salmon fillet set over earthy black rice, sweet yellow corn, and caramelized summer squash. Dessert should not be missed: the butter brickle icebox cake with honey-glazed plums and toasted pecan butter crunch is a truly memorable treat.",0.0,62.0,4.0
CA,"219 Healdsburg Ave., Healdsburg 95448",Contemporary,Californian,Spoonbar,$$,4.1,"For a hipper, more modern take on ingredient-driven cuisine, locals head to this ambitious restaurant in the eco-chic h2hotel, where Chef Louis Maldonado whips up inventive and colorful compositions. The space boasts a serene and natural vibe thanks to ambient lounge music, a fully stocked cocktail bar, and retracting windowed walls made purely for enjoying warm days. The menu changes regularly, but diners can expect Instagram-worthy plates like tempura-fried soft-shell crab with kohlrabi slaw, pickled mango, and grilled chorizo; or addictively charred plancha-grilled broccolini with chickpea fritters, pickled shallots, and cauliflower. Finish with a buttery tart, nicely sweet and sour thanks to plum-peach jam and a frozen yuzu glacé.",0.0,37.0,2.0
CA,"317 Connecticut St., San Francisco 94107",Mexican,Mexican,Papito,$$$,4.3,"Owned by the team behind nearby Chez Maman, this taqueria has a French touch that complements its sunny, bistro-like environs on the slope of Potrero Hill. The colorful walls and tightly packed tables lead to a semi-open kitchen full of energy and movement, where servers may be snappy without ever sacrificing timely presentations. Start with the zippy ensalada Papito, packed with avocado, crispy tortilla strips, and cilantro dressing. Then, dig into the giant mushroom quesadilla with Oaxaca cheese or crisp rock cod tacos with chipotle mayo and cabbage slaw. Well-crafted Mexican entrées, a flavorful salsa selection, and a fully-stocked bar further cement Papito's status as a neighborhood favorite spot for a quiet lunch or bustling dinner.",0.0,18.5,3.0
CA,"490 Pacific Ave., San Francisco 94133",Italian,Italian,Cotogna,$$$,4.3,"Though rustic compared to Quince, its high-end sibling, Michael and Lindsay Tusk's casual Italian offshoot would be elegant by any other standard. Stylish, bright, and a hot ticket reservation-wise, the space centers around an exhibition kitchen, from which crisp pizzas and hearty roasted meats emerge. Cotogna's absolutely delicious menu highlights Chef Tusk's pristine pastas, like rolled casconcelli stuffed with velvety pumpkin purée in sage butter, as well as seasonal starters that include a beautiful chicory salad with sweet red apple, pomegranate, and Piave cheese. And there's always that three-course prix-fixe delight: an exceptional value that features a dessert like pitch-perfect butterscotch budino with sea salt and muscovado custard.",0.0,37.0,3.0
CA,"355 11th St., San Francisco 94103",Californian,Bar,Bar Agricole,$$$,4.1,"Cocktails and conversation are always a pleasure at Bar Agricole, which is known for having one of the city's best drink programs. Its narrow, industrial-modern dining room boasts soaring ceilings from which huge acrylic sculptures hang, while mod concrete booths line the side wall. An outdoor patio, with plant beds and a trickling fountain, is particularly popular for brunch. The menu is thoroughly Californian and loaded with the season's best, showcased in dishes like a frisée, arugula, and radish salad with a citronette dressing; halibut brandade with asparagus; as well as roast pork leg and belly with Canario beans, greens, and horseradish. At brunch, opt for flavorful, tender, and homemade lamb sausage served over fried eggs and wilted kale.",0.0,37.0,3.0
CA,"22 Hawthorne St., San Francisco 94105",Contemporary,Contemporary,Benu,$$$$,4.6,"Don't miss the street views directly into this kitchen as you enter-the chefs here are preparing a series of masterpieces. Outside in the courtyard, benches are exactly the kind of place to linger, after a regal repast. The interior is awash in earthy colors, sleek banquettes, and oversized cushions. The slate-gray dining room is serene with clean lines drawing the eye across the meticulous design, while the staff is impressively warm and relaxed for a restaurant of this caliber. Chef Corey Lee's nightly tasting menu is a unique marriage of contemporary American and Korean influences and Master Sommelier Yoon Ha oversees an exceptional beverage program. Dishes promise a fascinating interplay of ingredients, as seen in the potato salad crowned with mirin-glazed anchovies and spirals of mild red chili. Find subtlety and elegance in raw fluke seasoned with sesame oil and sandwiched between crisp sesame leaves; while sea bream served in an aged tangerine jus with black trumpet mushrooms is royally decadent. Rich, marbled beef reaches a new height of excellence when prepared with charred scallion sauce, ramps, and meaty morels. Finally, a striking dessert of luscious coconut cream with strawberry gelée, tapioca pearls, and topped with a thin disc of meringue, will have you seeing stars.",3.0,112.5,4.0
CA,"25 Lusk St., San Francisco 94107",American,American,Twenty Five Lusk,$$$,4.2,"Nestled in the center of SoMa's dynamic startup scene, this high-design stunner draws an equally high-powered crowd. They stream in at happy hour to catch up on the latest tech gossip in the swinging lounge, then head upstairs to wheel and deal in the refined dining room, which boasts an impressive glassed-in exhibition kitchen. Lusk's food is American with contemporary touches, from the togarashi and carrot coulis that spikes a highbrow take on shrimp and grits, to the ginger vinaigrette that accents a summery salad of little gem lettuce and heirloom cucumbers. Dessert aficionados will thrill to the freedom from choice offered by the ""sampling"" trio, featuring creamy lime posset, spiced carrot cake, and a decadent salted-caramel brownie.",0.0,62.0,3.0
CA,"210 11th St., San Francisco 94103",Pizza,Pizza,Una Pizza Napoletana,$$,4.2,"In keeping with owner Anthony Mangieri's monastic devotion to the perfect pie, Una Pizza Napoletana is a spare space, housed in a chilly former garage on an industrial corner of SoMa. The vibe is completely casual yet alluring with crowds riveted by the altar-a tiled turquoise oven, where Mangieri stretches dough and deftly coaxes the crackling wood fire to produce his perfect pies. Their blistered and puffy crusts sport a delicious char as well as an addictively chewy texture thanks to tangy fermentation. Waits are long, but the hassle is well worth it after one bite of the Filetti, slathered with creamy buffalo mozzarella and juicy cherry tomatoes. Mangieri is unquestionably a master of his craft, and his pies are a cut above local competition.",0.0,37.0,2.0
CA,"826 Folsom St., San Francisco 94107",Pizza,Italian,Zero Zero,$$,4.3,"Zero Zero may be named for the superlative flour used in its enticingly blistered, thin-crust pies, but this is much more than a pizzeria. While pies like the Geary with chewy clams, caramelized bacon, and Calabrian chilies, are delicious, this casual spot offers much more than a good slice. Absolute knockouts include tomato-braised chickpea bruschetta, oozing with melted burrata; and a salad of smoky grilled radicchio hearts cut by creamy Pt. Reyes blue cheese. A mix of families, hipsters, and business people fresh from the Moscone Center fill the warm, bi-level space. Group dining is ideal for sharing and sampling more of the menu, and the sizable bar will ensure that everyone's equipped with a terrific cocktail or pint of local draft root beer.",0.0,37.0,2.0
CA,"2130 Center St., Berkeley 94704",Japanese,Yakitori,Ippuku,$$,4.5,"Can't swing a ticket to Tokyo? Dinner at Ippuku is the next best thing. With its low Japanese-style tables, extensive woodwork, and enormous selection of sake and shochu, it feels like an authentic izakaya transplanted into a corner of downtown Berkeley. The low-profile entrance adds to the feeling you've lucked upon a special dining secret-assuming you don't stroll right past it, that is. Yakitori are the big draw here, with smoky, salty chicken thighs, necks, hearts, and gizzards arriving fresh off the binchotan. Other excellent small plates include korokke or golden-brown Dungeness crab croquettes, crisp on the outside and with a creamy interior, or yaki imo, caramelized white sweet potato with a sweet-and-salty glaze.",0.0,37.0,2.0
CA,"1602 El Camino Real, San Mateo 94402",International,Contemporary,All Spice,$$$$,4.6,"Set in a beautifully restored Victorian, walking into quaint All Spice feels like you've landed at the most exquisite home of a friend. Each small, brightly colored room is set with fine linens, and the big windows usher in translucent light. It's a magical setting for a date, though the fun-loving crowd never lets things get too serious. Chef Sachin Chopra and wife, Shoshana Wolff, have set out to create a ""New American Exotic"" menu here. It may sound a bit too conceptual, but fits the unique dining experience perfectly. Begin with golden-crusted scallops basted in brown butter and plated with chipotle-saffron sofrito and asparagus. Then savor perfectly rendered lamb, paired with a slow-cooked egg yolk, cardamom-flavored milk foam, and a minty herb ""cake.""",0.0,62.0,4.0
CA,"805 S. B St., San Mateo 94401",Japanese,Ramen,Ramen Dojo,$,4.3,"The two-hour lines may have died down, but a 40-minute wait on the sidewalk is still standard at this noodle hot spot. The interior, when you finally reach it, is utterly spare-the better to showcase steaming bowls of tasty and satisfying soup. Customize your broth (soy sauce, garlic pork, soybean), spiciness, and toppings (like spicy cod roe and kikurage mushrooms), then dive in. The ramen arrives in minutes, loaded with the standard fried garlic cloves, hard-boiled quail egg, scallion, chili, and two slices of roast pork. Your job is to slurp the chewy, delicious noodles (and maybe some seaweed salad or edamame), then hit the road-the hyper-efficient staff needs to keep the line moving, after all. But for one of the best bowls in town, it's worth it.",0.0,18.5,1.0
CA,"976 Pearl St., Napa 94559",Vietnamese,,Bui Bistro,$$,3.8,"Large and airy, Bui looks and feels like an upscale French bistro, rife with an Asian pantry serving Vietnamese cuisine-and so the fun begins! Clean-lined but not stark, the space contrasts olive-green walls with bright red booths and tall paper lanterns. Solo diners hit the bar for a chardonnay and plate of fried rice with well-seasoned tofu. Dishes like earthy banana flower with strips of tender chicken and cubes of juicy Bosc pear aren't Hanoi-authentic, but are tasty all the same. Purists might prefer the mild yet fragrant chicken curry, studded with lemongrass and ginger. Delicious sautéed pea sprouts with olive oil and garlic are a favorite among vegetarians. For dessert, a Kaffir lime crème brulée underscores the fusion of the menu.",0.0,18.5,2.0
CA,"1400 2nd St., Napa 94559",International,Eclectic,Grace's Table,$$,4.2,"Around the world in four courses without leaving wine country? It's possible at this bright, contemporary downtown Napa space that balances fun with excellence. Only here can a top-notch tamale filled with chipotle pulled pork, green chile, and black beans be followed by cassoulet that would do any Frenchman proud-thanks to its decadent mélange of butter beans, duck confit, and two kinds of sausage. With Italian and American staples in the mix as well, it might sound too eclectic for one meal, but Grace's Table earns its name with charming service and a thoughtful, well-priced wine list to bridge any gaps between cuisines. Don't miss the satiny ganache-layered devil's food chocolate cake-a slice is big enough to split, and a winner in any tongue.",0.0,37.0,2.0
CA,"1250 Bridgeway, Sausalito 94965",Pizza,Pizza,Bar Bocce,$$,4.3,"As chill a hangout spot as they come, Bar Bocce is seemingly designed to while away the hours with its pretty view of the water, namesake bocce courts, and roaring fire pit. Friendly and casual, it's a place where an afternoon glass of wine can easily fade into a multi-hour dinner, shared with a group of friends on the heated patio overlooking Sausalito's harbor. Wood-fired sourdough pizzas, like a marble potato pie with fontina, bacon, and a fresh farm egg, are the heart of the menu, accented by antipasti such as shaved Brussels sprouts and pecorino salad or golden cod brandade fritters with a tangy citrus aïoli. Cheerful servers are always happy to recommend a bottle of vino (or three) to keep the festivities humming in the inviting little bungalow.",0.0,37.0,2.0
CA,"16248 Main St., Guerneville 95446",Californian,Californian,Boon Eat + Drink,$$,4.6,"Its setting on cheerful Main Street may suggest small-town Americana, but Boon's fare is globally inflected. This is clear from the cool and refreshing toasted cumin yogurt that enlivens a tender Moroccan lamb stew, to the tang of buttermilk in an enticingly sour panna cotta with blueberry-thyme compote and plenty of vanilla. A large chalkboard offers numerous specials, tempting the crowds that flock here each evening. The petite space is lovingly pitched between old-fashioned and modern, with extraordinary tables cut straight from large trees and aluminum bistro chairs. With lots of demand, even the outdoor seats are a hot ticket. French-press pots of locally roasted coffee and glasses of cabernet adorn each tabletop throughout the day.",0.0,37.0,2.0
CA,"1580 Eastshore Rd., Bodega Bay 94923",Californian,American,Terrapin Creek,$$$,4.6,"Terrapin Creek isn't easy to find, but those who persevere will be rewarded with a delightful little hideaway bearing delicious cuisine. Dramatically situated high above picturesque Bodega Bay, this lovely restaurant is just steps from the water. (During the January-March whale-watching season, you might even catch a glimpse of these gentle giants bobbing in the Pacific.) The upbeat, sun-filled dining room, done in bright orange and yellow and filled with big, bold paintings, is clean and unfussy. The small-town staff are every bit as warm as the space, and treats everyone like a regular. A meal might begin with a mixed-green salad topped with creamy goat cheese, sweet persimmon, bits of prosciutto, and a tart cherry vinaigrette; then segue into a nest of al dente linguine twirled with crumbled merguez and minty feta in a spicy tomato broth. A tender local ribeye is accented by creamy bordelaise and buttery potatoes, then strewn with sautéed broccolini and mushrooms; paired with a Napa red blend, it's equal parts modern and classic. Be sure not to miss the fluffy, velvety German chocolate cake, full of crunchy-chewy pecans and coconut that give it a powerful, but never heavy, flavor.",1.0,37.0,3.0
CA,"2424 Van Ness Ave., San Francisco 94109",Afghan,Afghani,Helmand Palace,$$,4.3,"A drab exterior and an awkward Van Ness address haven't always worked in Helmand Palace's favor, but the food-savvy know it's one of the Bay Area's best for Afghan cuisine. The well-appointed interior is worlds away from the busy thoroughfare's steady stream of traffic, with linen-draped tables, big blue-cushioned armchairs, and warm, inviting service. Every meal here kicks off with a basket of fluffy flatbread, served with three irresistible dipping sauces. The kaddo, caramelized baby pumpkin and ground beef in a garlic-yogurt sauce, is a perennial favorite, as is the chapendaz, marinated beef tenderloin over a tomato-pepper purée, rice, and lentils. Vegetarians will find numerous dishes to enjoy, all of them just as flavorful as the carnivorous feast.",0.0,37.0,2.0
CA,"5524 Geary Blvd., San Francisco 94121",Japanese,Japanese,Kappou Gomi,$$,4.5,"Sushi-seekers should take a pass, but those yearning for elegant, traditional Japanese food will find kindred spirits at this precious gem. The serene, ultra-minimalist dining room isn't fancy, with only a few shelves of ceramics as décor. But, older Japanese women in traditional garb who run the show are endlessly polite and attentive so long as you're not raising a din-or requesting a spicy tuna roll. If you're able to go with the flow, you'll find much to adore on their menu, like umami-rich wilted mizuna salad with fresh fava beans and bonito sauce, or pale green edamame tofu with fresh cherries, cherry blossom noodles, and a sour-salty cherry paste. The exquisitely moist and flaky black cod, grilled with a slightly sweet sake marinade, is revelatory.",0.0,37.0,2.0
CA,"617 Laurel St., San Carlos 94070",Italian,Italian,Locanda Positano,$$,4.4,"Take a trip to Napoli with a casual Italian meal along the quaint San Carlos strip. Owned by a native and staffed mostly by Italians, it's a perennial favorite among locals for savoring seasonal starters like peaches with burrata, then digging into Neapolitan-style pies like the pizza con uovo with salty pancetta, earthy wild mushrooms, and a luscious slow-cooked egg. Toothsome scialatelli tossed with tender clams and cherry tomatoes in a white wine sauce is another simple yet tasty choice. Desserts shouldn't be missed, especially Mamma's tiramisu and the traditional ricotta cheesecake. The bambini are courted with their own menu of mini pizzas and simple pastas. The sleek space with contemporary furnishings is grown-up, but not overly upscale.",0.0,37.0,2.0
CA,"399 Grove St., San Francisco 94102",Southern,Cajun,Boxing Room,$$,4.0,"A trip to the real-life Big Easy may be short on veggies (unless fried okra counts), but northern California balances the Cajun and Creole indulgences on offer at this lively restaurant, leading to dishes like a spicy-sweet fig and arugula salad with spiced pecans and pan-seared goat cheese. Casual and sleek, it draws business types for lunch and happy hour, when they cluster around the oyster bar with beers and boiled peanuts. All the classics can be found here including gumbo, fried alligator, and a perfect jambalaya studded with spicy andouille and tender roasted duck. The simple and high-ceilinged dining room encourages lingering-as does the airy angel-food ""strawberry shortcake"" with lemon verbena ice cream and tangy whipped yogurt.",0.0,37.0,2.0
CA,"557 Valencia St., San Francisco 94110",Italian,Italian,Locanda,$$$,4.4,"This chic Roman-style osteria packs in the hipsters with a lively scene, killer cocktails, and inspired pastas, like radiatore tossed in tomato-lamb ragù with pecorino and hints of fresh mint. None of this is surprising, considering Locanda is from the team behind Mission favorite, Delfina. Classic chicken under a brick is characteristically on-point: smoky, tender, and served with a squeeze of lemon over nutty farro, Umbrian lentils, and red quinoa salad. Reservations here are a tough ticket, but the attire and vibe are casual and welcoming (if noisy). Can't get a table? Seats at the bar, where the full menu is served, are a solid backup. Locanda's ultra-central address makes parking a challenge, so plan on using the valet or allotting extra time.",0.0,37.0,3.0
CA,"1001 Minnesota St., San Francisco 94107",Pizza,Italian,Piccino,$$,4.3,"A progenitor of the increasingly hot Dogpatch restaurant scene, Piccino embodies the neighborhood's many flavors, drawing families with kids in tow, young tech types, gregarious retirees, and more. Its memorable yellow exterior houses a relaxed, artsy-urban interior with lots of wood and natural light, a perfect venue for unwinding with friends. Everyone comes here for deliciously blistered pizzas like the funghi, with roasted mushroom duxelles, sautéed wild mushrooms, stracchino, and slivers of garlic. Though pizza is a focus, Piccino excels in appetizers like tender, skillfully prepared polpette in tomato sauce, and must-order desserts such as a delectable hazelnut-cocoa nib cake. Their adjacent coffee bar is an area favorite.",0.0,37.0,2.0
CA,"2400 Polk St., San Francisco 94109",Austrian,Austrian,Leopold's,$$,4.5,"The boisterous spirit of an Austrian gasthaus is alive and well in Russian Hill. All thanks are due to Leopold's, which draws a young crowd to its slice-of-Vienna dining room, adorned with wood booths, deer antlers, and attended to by cheerful female servers in dirndls. If dinner alone is your goal, go early; convivial groups lend the space a communal mien, but also get larger and louder as the night wears on and the boots of beer are drained. The carte du jour is rife with well-executed classics like golden-brown pork wiener schnitzel with a cucumber salad, vegetable strudel, and delectable raspberry Linzer torte. If you've got a group in tow, the choucroute garni platter, laden with pork ribs, sausage, potatoes, and sauerkraut, is a crowd-pleaser.",0.0,37.0,2.0
CA,"1550 Hyde St., San Francisco 94109",Italian,Italian,Seven Hills,$$$,4.5,"The dense sidewalk foliage, closely packed tables, and attentive service at this Russian Hill neighborhood hangout will transport you to Italy-that is, until you see the cable car rumbling its way up Hyde, and remember you're in San Francisco. The happy crowd of regulars wouldn't have it any other way. They come to share bowls of house-made pasta, like a tagliolini mingled with asparagus and creamy buffalo ricotta (made fresh on-site). A thick grilled pork chop with gigante beans and charred Calçot onions sates heartier cravings, as do a few offal-centric dishes like rabbit tongues and roasted bone marrow. Finish with a creamy vanilla-blood orange panna cotta, or order a more superlative ricotta for dessert-this time drizzled with honey.",0.0,37.0,3.0
